"No.","HS Code","HS Description","Suppl. Unit","Special Permission","Duty Tax Rate","Excise Tax Rate","VAT Rate","Sur Tax Rate","With Hold Rate","Second Schedule 1","Second Schedule 2","Export Duty Tax Rate"
"967.0","20041000","-POTATOES,PRESERVED NOT BY VINEGAR/ACETIC ACID,FROZEN (EXCL.PRODS. OF 2006)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"968.0","20049000","-OTHER VEGETABLES AND MIXTURES OF VEGETABLES","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"969.0","20051000","-Homogenized vegetable, preserved other than by vinegar, etc, not frozen","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"970.0","20052000","-Potatoes, preserved other than by vinegar or acetic acid, not frozen","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"971.0","20054000","-Peas, preserved other than by vinegar or acetic acid, not frozen","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"972.0","20055100","--Shelled beans, preserved other than by vinegar, etc, not frozen","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"973.0","20055900","--OTHER","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"974.0","20056000","-Asparagus, preserved other than by vinegar or acetic acid, not frozen","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"975.0","20057000","-Olives, preserved other than by vinegar or acetic acid, not frozen","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"976.0","20058000","-Sweetcorn, preserved other than by vinegar or acetic acid, not frozen","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"977.0","20059000","Vegetables preserved other than by vinegar, etc, not frozen, nes","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"978.0","20059100","--Bamboo shoots","","","30","0","15","10","3","0","0","0"
"979.0","20059900","--Other","","","30","0","15","10","3","0","0","0"
"980.0","20060000","VEGETABLES,FRUIT,NUTS,FRUITPEEL & OTHER PARTS OF PLANTS,PRESERVED BY SUGAR","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"981.0","20071000","-homogenised preparations","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"982.0","20079100","--Jams, fruit jellies, marmalades, etc, of citrus fruit","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"983.0","20079900","--Other jams, fruit jellies, marmalades, etc, being cooked preparations","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"984.0","20081100","--Ground-nuts","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"985.0","20081900","--other,including mixtures","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"986.0","20082000","-Pineapples, prepared or preserved (excl. those of 20.06 and 20.07)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"987.0","20083000","-Citrus fruit, prepared or preserved (excl. those of 20.06 and 20.07)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"988.0","20084000","-Pears, prepared or preserved (excl. those of 20.06 and 20.07)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"989.0","20085000","-Apricots, prepared or preserved (excl. those of 20.06and 20.07)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"990.0","20086000","-Cherries, prepared or preserved (excl. those of 20.06 and 20.07)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"991.0","20087000","-Peaches,including nectarines","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"992.0","20088000","-Strawberries, prepared or preserved (excl. those of 20.06 and 20.07)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"993.0","20089100","--Palm hearts, prepared or preserved (excl. those of 20.06 and 20.07)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"994.0","20089200","Mixtures of fruit, prepared or preserved (excl. 20.06 and 20.07)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"995.0","20089300","--CRANBERRIES (VACCINIUM MACROCARPON, VACCINIUM OXYCOCCOS, VACCINIUM VITIS-IDEA)","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"996.0","20089700","--MIXTURES","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"997.0","20089900","--Other fruit, etc, prepared or preserved, nes","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"998.0","20091100","--Frozen orange juice, unfermented, not containing added spirit","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"999.0","20091200","--ORANGE JUICE NOT FROZEN , OF A BRIX VALUE NOT EXCEEDING 20","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1000.0","20091900","Unfrozen orange juice, unfermented, not containing added spirit","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1001.0","20091910","---Orange concentrate","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1002.0","20091990","---Other","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1003.0","20092100","-- OF A BRIX VALUE NOT EXCEEDING 20","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1004.0","20092900","GRAPEFRUIT JUICE: (EXCLUDING  2009.2100    )","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1005.0","20092910","---Grape Fruit Concentrate","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1006.0","20092990","---Other","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1007.0","20093100","--JUICE OF ANY OTHER SINGLE CITRUS FRUIT: OF A BRIX VALUE NOT EXCEEDING 20","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1008.0","20093900","JUICE OF ANY OTHER SINGLE CITRUS FRUIT:(EXCLUDING 2009.3100)","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1009.0","20093910","---concentrate of any other single citrus fruit","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1010.0","20093990","---Other","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1011.0","20094100","--PINEAPPLE JUICE : OF A BRIX VALUE NOT EXCEEDING 20","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1012.0","20094900","PINEAPPLE JUICE : (EXCLUDING 2009.4100)","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1013.0","20094910","---Pineapple concentrate","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1014.0","20094990","---other","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1015.0","20095000","-Tomato juice, unfermented, not containing added spirit","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1016.0","20096100","--GRAPE JUICE (INCLUDING GRAPE MUST) : OF A BRIX VALUE NOT EXCEEDING 30","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1017.0","20096900","GRAPE JUICE ,GRAPE MUST : EXCLUDING 2009.6900","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1018.0","20096910","---Grape concentrate","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1019.0","20096990","---Other","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1020.0","20097100","--APPLE JUICE : OF A BRIX VALUE NOT EXCEEDING 20","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1021.0","20097900","OTHER APPLE JUICE ;NES","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1022.0","20097910","---Apple Concentrate","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1023.0","20097990","---Other","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1024.0","20098000","Juice of other single fruit, unfermented, not containing added spirit","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1025.0","20098010","concentrate of any other single fruit vegetable","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1026.0","20098090","Other concentrate of any other single fruite vegetable","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1027.0","20098110","---CONCENTRATE OF CRANBERRY (VACCINIUMMACROCARPON,VACCINIUMOXYCOCCOS, V.VITIS-ID.) JUICE","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1028.0","20098190","---OTHER","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1029.0","20098910","---CONCENTRATE OF SINGLE FRUIT VEGETABLE","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1030.0","20098990","---OTHER","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1031.0","20099000","Mixtures of juices, unfermented, not containing added spirit","LTR","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1032.0","20099010","Mixture of concentrate,other","","MOH&Q_STD","30","0","15","10","3","10","0","0"
"1033.0","20099090","---other","","MOH&Q_STD","30","0","15","10","3","0","0","0"
"1034.0","21011100","--Extracts, essences and concentrates of coffee","","","20","0","15","10","3","00","0","0"
"1035.0","21011200","--PREPARATIONS WITH A BASIS OF EXTRACT/ESSENCE ETC.OR WITH A BASIS OF COFFEE","","","20","0","15","10","3","0","0","0"
"1036.0","21012000","-Extracts, essences, concentrates and preparations of tea or mat¿","","","20","0","15","10","3","0","0","0"
"1037.0","21013000","-Roasted coffee substitutes (incl. chicory), etc","","","20","0","15","10","3","0","0","0"
"1038.0","21021000","-Active yeasts","","","20","0","15","10","3","0","0","0"
"1039.0","21022000","-Inactive yeasts; other single-cell micro-organisms, dead","","","20","0","15","10","3","0","0","0"
"1040.0","21023000","Prepared baking powders","","","20","0","15","10","3","0","0","0"
"1041.0","21031000","Soya sauce","","","20","0","15","10","3","0","0","0"
"1042.0","21032000","Tomato ketchup and other tomato sauces","","","20","0","15","10","3","0","0","0"
"1043.0","21033000","Mustard flour and meal, prepared mustard","","","20","0","15","10","3","0","0","0"
"1044.0","21039000","-other","","","20","0","15","10","3","0","0","0"
"1045.0","21041000","Soups and broths and preparations therefor","","","20","0","15","10","3","0","0","0"
"1046.0","21042000","Homogenized composite food preparations","","","20","0","15","10","3","0","0","0"
"1047.0","21050000","Ice cream and other edible ice, whether or not containing cocoa","","","30","0","15","10","3","0","0","0"
"1048.0","21061000","Protein concentrates and textured protein substences","","","20","0","15","10","3","0","0","0"
"1049.0","21069010","---INFANT OR INVALID FOODS;FLAVOURED OR COLOURED SYRUPS(EXCL FRUIT JUICE)","","","20","0","15","10","3","0","0","0"
"1050.0","21069020","--- OF A KIND USED IN NON ALCOLIC DRINKS INDUST.OR PREPARING OR FLAV.FOOD","","","10","0","15","0","3","0","0","0"
"1051.0","21069030","--- OF A KIND USED IN ALCOHOLIC DRINKS INDUSTRIES","","","20","0","15","10","3","0","0","0"
"1052.0","21069040","--- POWDER SOFT DRINKS","","","35","30","15","10","3","0","0","0"
"1053.0","21069050","---THERAPEUTIC FOODS","","","00","0","15","0","3","0","0","0"
"1054.0","21069060","---Of a kind used in pharmaceutical industries","","","00","0","15","0","3","0","0","0"
"1055.0","21069090","--- Other","","","30","0","15","10","3","0","0","0"
"1056.0","22011000","MINERAL WATERS AND AERATED WATERS, UNSWEETENED","LTR","MOH","35","20","15","10","3","0","0","0"
"1057.0","22019000","-OTHER","LTR","MOH","35","20","15","10","3","0","0","0"
"1058.0","22021000","WATERS (INCL. MINERAL AND AERATED), WITH ADDED SUGAR, SWEETENER, ETC","LTR","MOH","35","30","15","10","3","0","0","0"
"1059.0","22029000","waters,including mineral waters and aerated water,n.e.s","LTR","MOH","35","30","15","10","3","0","0","0"
"1060.0","22029010","---THERAPEUTIC DRINKS","","MOH","10","0","15","10","3","0","0","0"
"1061.0","22029090","---OTHER","","MOH","35","30","15","10","3","0","0","0"
"1062.0","22030000","BEER MADE FROM MALT","LTR","MOH&Q_STD","35","50","15","10","3","0","0","0"
"1063.0","22041000","- SPARKLING WINE","LTR","MOH&Q_STD","35","50","15","10","3","0","0","0"
"1064.0","22042100","--WINE (NOT SPARKLING); GRAPE MUST WITH BY ALCOHOL IN: <=2L CONTAINERS","LTR","MOH&Q_STD","35","50","15","10","3","0","0","0"
"1065.0","22042900","--other","LTR","MOH&Q_STD","35","50","15","10","3","0","0","0"
"1066.0","22043000","-OTHER GRAPE MUST","LTR","MOH&Q_STD","35","50","15","10","3","0","0","0"
"1067.0","22051000","VERMOUTH AND OTHER WINE OF FRESH GRAPES, FLAVOURED: <2L CONTAINERS","LTR","MOH&Q_STD","35","50","15","10","3","0","0","0"
"1068.0","22059000","-other","LTR","MOH&Q_STD","35","50","15","10","3","0","0","0"
"1069.0","22060000","OTHER FERMENTED BEVERAGES(E.G.CIDER,PERRY..);MIXTURES FERMENTED BEVRGS NES","LTR","MOH","35","50","15","10","3","0","0","0"
"1070.0","22071000","UNDENATURED ETHYL ALCOHOL, OF ALCOHOLIC STRENGTH >=80%","LTR","MOH","35","100.0","15","10","3","00","0","0"
"1071.0","22072000","ETHYL ALCOHOL AND OTHER DENATURED SPIRITS OF ANY STRENGTH","LTR","MOH","35","75","15","10","3","00","0","0"
"1072.0","22082000","SPIRITS FROM DISTILLED GRAPE WINE OR MARC","LTR","MOH","35","100.0","15","10","3","0","0","0"
"1073.0","22083000","-WHISKEYS","LTR","MOH","35","50","15","10","3","0","0","0"
"1074.0","22084000","-RUM AND other spirits obtained by distilling fermented sugarcane products","LTR","MOH","35","100.0","15","10","3","0","0","0"
"1075.0","22085000","GIN AND GENEVA","LTR","MOH","35","100.0","15","10","3","0","0","0"
"1076.0","22086000","Vodka","LTR","MOH","35","100.0","15","10","3","0","0","0"
"1077.0","22087000","Liqueurs and cordials","LTR","MOH","35","100.0","15","10","3","0","0","0"
"1078.0","22089000","-OTHER","LTR","MOH","35","100.0","15","10","3","0","0","0"
"1079.0","22090000","VINEGAR AND SUBSTITUTES FOR VINEGAR OBTAINED FROM ACETIC ACID","LTR","MOH","35","0","15","10","3","0","0","0"
"1080.0","23011000","Flours, meats and pellets, of meat unfit for human consumption; greaves","","","05","0","15","10","3","0","0","0"
"1081.0","23012000","Flours, meals and pellets of fish, etc, unfit for human consumption","","","05","0","15","10","3","0","0","0"
"1082.0","23021000","Brans, sharps and other residues of maize","","","10","0","15","10","3","0","0","0"
"1083.0","23022000","Brans, sharps and other residues of rice","","","10","0","15","10","3","0","0","0"
"1084.0","23023000","Brans, sharps and other residues of wheat","","","10","0","15","10","3","0","0","0"
"1085.0","23024000","Brans, sharps and other residues of other cereals","","","10","0","15","10","3","0","0","0"
"1086.0","23025000","Brans, sharps and other residues of leguminous plants","","","10","0","15","10","3","0","0","0"
"1087.0","23031000","Residues from manufacture of starch and similar residues","","","05","0","15","10","3","0","0","0"
"1088.0","23032000","Beet pulp, bagasse and other waste of sugar manufacture","","","05","0","15","10","3","0","0","0"
"1089.0","23033000","Brewing or distilling dregs and waste","","","05","0","15","10","3","0","0","0"
"1090.0","23040000","Oil-cake and other solid residues, of soya-bean","","","10","0","15","10","3","0","0","0"
"1091.0","23050000","Oil-cake and other solid residues, of ground-nut","","STANDARD","10","0","15","10","3","0","0","0"
"1092.0","23061000","Oil-cake and other solid residues of cotton seeds","","STANDARD","10","0","15","10","3","0","0","0"
"1093.0","23062000","Oil-cake and other solid residues of linseed","","STANDARD","10","0","15","10","3","0","0","0"
"1094.0","23063000","Oil-cake and other solid residues of sunflower seeds","","STANDARD","10","0","15","10","3","0","0","0"
"1095.0","23064100","OIL-CAKE AND OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS OF LOW ERUCIC .","","STANDARD","10","0","15","10","3","0","0","0"
"1096.0","23064900","--other","","STANDARD","10","0","15","10","3","0","0","0"
"1097.0","23065000","Oil-cake and other solid residues of coconut or copra","","STANDARD","10","0","15","10","3","0","0","0"
"1098.0","23066000","Oil-cake and other solid residues of palm nuts and kernels","","STANDARD","10","0","15","10","3","0","0","0"
"1099.0","23067000","Oil-cake and other solid residues of maize (corn) germ","","STANDARD","10","0","15","10","3","0","0","0"
"1100.0","23069000","-other","","STANDARD","10","0","15","10","3","0","0","0"
"1101.0","23070000","Wine lees; argol","","","10","0","15","10","3","0","0","0"
"1102.0","23080000","VEGETABLE MATERIALS AND WASTE,RESIDUES AND BY PRODUCTS...IN PELLETS..FEEDI","","","10","0","15","10","3","0","0","0"
"1103.0","23091000","Dog or cat food, put up for retail sale","","","10","0","15","10","3","0","0","0"
"1104.0","23099000","Other preparations of a kind used in animal feeding, nes","","","10","0","15","10","3","0","0","0"
"1105.0","23099010","---poultry feeds","","","10","0","0","10","3","0","0","0"
"1106.0","23099090","---other","","","10","0","15","10","3","0","0","0"
"1107.0","24011000","Tobacco, not stemmed/stripped","","MOH","20","20","15","10","3","0","0","0"
"1108.0","24012000","Tobacco, partly or wholly stemmed/stripped","","MOH","20","20","15","10","3","0","0","0"
"1109.0","24013000","-Tobacco refuse","","MOH","20","20","15","10","3","0","0","0"
"1110.0","24021000","Cigars, cheroots and cigarillos containing tobacco","PKT","MOH","35","75","15","10","3","0","0","0"
"1111.0","24022000","Cigarettes containing tobacco","PKT","MOH","35","75","15","10","3","0","0","0"
"1112.0","24029000","Cigars, cigarillos, cigarettes, etc, not containing tobacco","PKT","MOH","35","75","15","10","3","0","0","0"
"1113.0","24031000","Smoking tobacco with or without tobacco substitutes","","MOH","35","75","15","10","3","0","0","0"
"1114.0","24031100","--WATER PIPE TOBACCO SPECIFIED IN S.H NOTE 1 TO THIS CHAPTER","","MOH","35","75","15","10","3","0","0","0"
"1115.0","24031900","--OTHER","","MOH","35","75","15","10","3","0","0","0"
"1116.0","24039100","--Homogenized or reconstituted tobacco","","MOH","35","75","15","10","3","0","0","0"
"1117.0","24039900","--Other","","MOH","35","75","15","10","3","0","0","0"
"1118.0","25010010","--- FOOD(TABLE) SALT,SALT LIQUORS OR SEA WATER","","MOH&Q_STD","10","30","15","0","3","00","0","0"
